173	45.285305	45.054131	0	1
174	39.463688	43.688957	0	1
175	40.140556	27.254667	0	1
176	38.862907	32.851997	0	1
177	28.616648	26.560421	0	1
178	32.484215	47.063423	0	1
179	37.537254	41.333466	0	1
180	40.327328	41.24102	0	1
181	34.764606	53.477531	0	1
182	41.40942	54.074696	0	1
183	36.461796	49.441597	0	1
184	34.625454	34.1092		0	1
185	43.148315	23.871334	0	1
186	33.884411	51.886505	0	1
187	39.818783	28.863457	0	1
188	36.988186	52.304802	0	1
189	37.104599	61.442516	0	1
190	44.481388	52.844585	0	1
191	41.466648	50.124157	0	1
192	37.538219	16.709381	0	1
193	41.038898	30.726341	0	1
194	33.732208	40.075161	0	1
195	42.431969	34.141567	0	1
196	44.863686	34.518692	0	1
197	38.829586	12.124084	0	1
198	42.677937	63.219791	0	1
199	41.681221	38.448078	0	1
200	35.872395	50.938942	0	1
