131 0.455367 -0.913572 1
132 0.335551 0.953063 -1
133 -0.369976 0.138401 -1
134 -0.388348 -0.65215 1
135 -0.782891 0.73809 -1
136 0.702445 0.488632 1
137 -0.690237 -0.346171 -1
138 -0.841304 -0.846797 1
139 0.281961 0.640004 1
140 0.0901822 -0.103488 1
141 -0.182043 -0.402509 1
142 -0.0688803 0.00241096 1
143 -0.694693 -0.353923 -1
144 0.475997 -0.372234 1
145 0.653371 0.918149 1
146 0.746696 0.450056 1
147 -0.399884 0.887997 -1
148 -0.745537 -0.868526 1
149 0.569933 0.0491653 1
150 0.219275 0.912229 -1
151 -0.855464 0.751274 -1
152 0.307718 -0.355754 1
153 -0.790399 0.0101016 -1
154 -0.545824 -0.419416 1
155 0.839961 0.102329 1
156 0.325602 -0.770928 1
157 -0.0149236 -0.241737 1
158 -0.00637837 0.586718 -1
159 0.0185247 -0.235267 1
160 0.376324 0.0643025 1
161 0.212561 -0.209632 1
162 -0.98822 0.415754 -1
163 -0.798761 0.246132 -1
164 0.726493 -0.0169988 1
165 0.494675 -0.00619526 1
166 -0.239784 0.570727 -1
167 0.105625 -0.285806 1
168 0.911435 0.261696 1
169 -0.64684 -0.251503 -1
170 -0.736747 0.486557 -1
171 0.903439 0.223975 1
172 -0.944334 -0.340312 -1
173 -0.88818 0.27842 -1
174 -0.736747 0.694143 -1
175 0.728629 0.193762 1
176 0.443281 0.707938 1
177 -0.970641 -0.747063 1
178 0.415815 0.234291 1
179 -0.564867 -0.868099 1
180 -0.66216 0.248207 -1
181 -0.318033 -0.361187 1
182 -0.26487 0.322001 -1
183 0.604785 0.613758 1
184 0.0530717 0.222205 1
185 0.596362 0.801202 1
186 -0.710379 0.260353 -1
187 -0.195166 -0.492599 1
188 -0.72692 0.710379 -1
189 -0.867672 -0.144383 -1
190 0.146702 -0.395428 1
191 0.0961028 -0.548875 1
192 -0.3773 -0.778741 1
193 0.616077 -0.730583 1
194 -0.431501 0.57622 -1
195 0.79046 0.579272 1
196 0.487594 0.230445 1
197 -0.277749 0.713309 -1
198 -0.543016 0.727165 -1
199 -0.541124 -0.5009 1
200 0.0848109 0.969665 -1
201 -0.892392 -0.837153 1
202 0.0493484 -0.146397 1
203 -0.810663 -0.482406 -1
204 0.783074 -0.534471 1
205 -0.7069 -0.749809 1
206 0.863277 -0.839778 1
207 -0.90582 -0.882565 1
208 -0.327189 0.829402 -1
209 -0.202795 -0.134434 1
210 0.892331 0.674368 1
211 0.068453 0.684194 -1
212 0.387066 -0.204627 1
213 -0.481674 -0.991333 1
214 0.0511795 0.909604 -1
215 -0.202612 -0.517808 1
216 0.171117 -0.489731 1
217 0.368023 0.890561 1
218 -0.129002 0.78045 -1
219 -0.985656 0.881954 -1
220 0.203101 0.572314 1
221 0.153356 -0.71514 1
222 -0.555345 -0.233985 1
223 -0.991455 -0.164159 -1
224 -0.835505 0.319864 -1
225 0.710196 -0.870296 1
226 0.62212 0.324137 1
227 0.382977 0.605396 1
228 0.0602741 0.371258 1
229 -0.714469 0.379009 -1
230 0.455794 0.555467 1
231 -0.937864 0.737358 -1
232 0.289041 0.413129 1
233 -0.829096 0.103977 -1
234 0.89581 -0.882443 1
235 -0.450056 -0.709647 1
236 0.963561 0.239967 1
237 -0.41551 0.844966 -1
238 -0.264931 0.38908 -1
239 -0.562731 -0.688162 1
240 -0.518906 0.0428785 -1
241 0.804559 -0.787164 1
242 0.805292 -0.11655 1
243 -0.839778 0.564196 -1
244 -0.656423 0.94879 -1
245 0.551744 0.740776 1
246 -0.578722 -0.0867641 -1
247 -0.992492 0.501267 -1
248 -0.771905 -0.190588 -1
249 -0.377728 0.985229 -1
